station	valid	lon	lat	elevation	tmpc	relh	sknt	sped	metar
AMW	2026-05-12 05:53	-93.6185	41.9904	280.00	16.11	47.67	11.00	12.65	KAMW 120553Z AUTO 15011KT 10SM CLR 16/05 A2999 RMK AO2 SLP149 T01610050 10217 20161 402390028 56009
AMW	2026-05-12 06:53	-93.6185	41.9904	280.00	14.44	57.30	8.00	9.20	KAMW 120653Z AUTO 15008KT 10SM CLR 14/06 A2996 RMK AO2 SLP139 T01440061
AMW	2026-05-12 07:53	-93.6185	41.9904	280.00	15.00	55.29	8.00	9.20	KAMW 120753Z AUTO 18008KT 10SM CLR 15/06 A2994 RMK AO2 SLP132 T01500061
AMW	2026-05-12 08:53	-93.6185	41.9904	280.00	13.89	59.40	7.00	8.05	KAMW 120853Z AUTO 19007KT 10SM CLR 14/06 A2993 RMK AO2 SLP130 T01390061 56017
AMW	2026-05-12 09:53	-93.6185	41.9904	280.00	17.78	44.58	11.00	12.65	KAMW 120953Z AUTO 20011KT 10SM CLR 18/06 A2993 RMK AO2 SLP126 T01780056
AMW	2026-05-12 10:53	-93.6185	41.9904	280.00	17.78	44.58	10.00	11.50	KAMW 121053Z AUTO 23010KT 10SM CLR 18/06 A2995 RMK AO2 PRESRR SLP135 T01780056
AMW	2026-05-12 11:53	-93.6185	41.9904	280.00	17.22	47.98	3.00	3.45	KAMW 121153Z AUTO 22003KT 10SM BKN120 17/06 A2995 RMK AO2 SLP135 T01720061 10183 20133 53005
AMW	2026-05-12 12:53	-93.6185	41.9904	280.00	19.44	40.17	21.00	24.15	KAMW 121253Z AUTO 23021G28KT 10SM OVC100 19/06 A2994 RMK AO2 PK WND 23028/1250 SLP131 T01940056
AMW	2026-05-12 13:53	-93.6185	41.9904	280.00	18.33	46.49	15.00	17.25	KAMW 121353Z AUTO 24015G26KT 10SM VCTS -RA FEW080 BKN110 18/07 A2995 RMK AO2 PK WND 21032/1317 LTG DSNT W RAB35 SLP136 P0000 T01830067
AMW	2026-05-12 14:02	-93.6185	41.9904	280.00	17.22	55.87	12.00	13.80	KAMW 121402Z AUTO 23012KT 10SM -TSRA FEW080 OVC100 17/08 A2995 RMK AO2 LTG DSNT SW AND W TSB00 P0000 T01720083
AMW	2026-05-12 14:21	-93.6185	41.9904	280.00	17.22	60.22	10.00	11.50	KAMW 121421Z AUTO 24010KT 10SM -RA FEW065 SCT095 BKN110 17/09 A2995 RMK AO2 TSB00E15 P0001 T01720094
AMW	2026-05-12 14:53	-93.6185	41.9904	280.00	20.00	52.54	15.00	17.25	KAMW 121453Z AUTO 23015KT 10SM BKN110 20/10 A2993 RMK AO2 RAE25 TSB00E15 SLP127 P0001 60001 T02000100 58008
AMW	2026-05-12 15:53	-93.6185	41.9904	280.00	23.33	36.89	22.00	25.30	KAMW 121553Z AUTO 25022G33KT 10SM CLR 23/08 A2992 RMK AO2 PK WND 25035/1509 SLP125 T02330078
AMW	2026-05-12 16:53	-93.6185	41.9904	280.00	23.89	34.35	20.00	23.00	KAMW 121653Z AUTO 26020G26KT 10SM CLR 24/07 A2991 RMK AO2 PK WND 26032/1634 SLP121 T02390072
AMW	2026-05-12 17:53	-93.6185	41.9904	280.00	23.33	34.19	14.00	16.10	KAMW 121753Z AUTO 28014G22KT 10SM FEW120 23/07 A2991 RMK AO2 PK WND 28030/1723 SLP122 60001 T02330067 10250 20161 56005
AMW	2026-05-12 18:53	-93.6185	41.9904	280.00	23.33	32.90	13.00	14.95	KAMW 121853Z AUTO 27013G22KT 10SM FEW120 23/06 A2992 RMK AO2 PK WND 27026/1802 SLP124 T02330061
AMW	2026-05-12 19:53	-93.6185	41.9904	280.00	24.44	25.35	15.00	17.25	KAMW 121953Z AUTO 28015G24KT 10SM CLR 24/03 A2992 RMK AO2 SLP124 T02440033
AMW	2026-05-12 20:53	-93.6185	41.9904	280.00	24.44	24.37	16.00	18.40	KAMW 122053Z AUTO 27016G23KT 10SM CLR 24/03 A2990 RMK AO2 PK WND 26027/2029 SLP118 T02440028 58004
AMW	2026-05-12 21:53	-93.6185	41.9904	280.00	27.78	16.40	19.00	21.85	KAMW 122153Z AUTO 30019G26KT 10SM CLR 28/00 A2989 RMK AO2 PK WND 29028/2141 WSHFT 2138 SLP112 T02780000
AMW	2026-05-12 22:53	-93.6185	41.9904	280.00	26.11	16.67	22.00	25.30	KAMW 122253Z AUTO 32022G33KT 10SM CLR 26/M01 A2991 RMK AO2 PK WND 30035/2222 SLP119 T02611011
AMW	2026-05-12 23:53	-93.6185	41.9904	280.00	25.00	18.55	13.00	14.95	KAMW 122353Z AUTO 32013G24KT 10SM CLR 25/M01 A2992 RMK AO2 PK WND 31031/2301 SLP124 T02501006 10278 20228 53007
